alpha beta mean_E_X mean_E_Y mean_E_max_X mean_E_max_Y time E_std_row
1.5 3.0 0.003329848366885401 -0.0035932228524821123 0.7390707070707072 0.7474161220043573 1800.0224941636955 2
1.5 3.25 0.003707707707707709 0.002284655025395764 0.8484938271604938 0.8398752436647174 2289.2076904402666 2
1.5 3.5 0.008297186074963853 -0.0018184110035961906 0.9037037037037038 0.9039999999999999 2888.6394412155887 2
1.5 3.75 0.001140992844696548 -0.0025634523412301183 0.9377777777777779 0.9341234567901235 3644.841391977068 2
1.5 4.0 0.0008022837652467271 0.0012014977940903852 0.9594666666666666 0.9574700854700853 4586.433617357329 2
1.5 4.25 0.0025818411003596157 -0.0012222592963333698 0.9770283224400871 0.9736888888888888 5786.146551346869 2
1.5 4.5 0.00434834834834835 0.004823490156823494 0.9896296296296296 0.9844102564102564 7324.167060203699 2
1.5 4.75 -0.002069328587847105 -0.00812753494234976 0.9896719576719578 0.9882666666666665 9331.00473224982 2
1.5 5.0 0.008226596967337707 0.007663663663663659 0.9942356902356901 0.9944973544973544 11912.262377354573 2
1.5 5.25 0.021569124680235786 -0.0023617691765839906 0.9972525252525252 0.9979259259259258 15320.098213457266 2
1.5 5.5 0.008688688688688682 -0.005319393467541621 0.9984197530864197 0.998320987654321 19881.023163585713 2
1.5 5.75 0.0036228821414006507 -0.005886479071664261 0.9994074074074073 0.9991703703703703 26263.363234975077 2
1.5 6.0 0.04725466206947688 -0.014587921254587933 0.9998814814814814 0.9999012345679011 35621.85594136535 2
1.5 6.25 -0.014045156267378501 -0.06659251844437031 1.0 1.0 49575.68256270389 2
1.5 6.5 0.2982618173729285 0.0864630556482408 nan nan 69802.7740112548 2
1.5 6.75 0.9861514848181514 -0.7578188558929299 10.0 nan 95849.21194922051 2
1.5 7.0 0.9995319764208652 0.9887199792384979 10.0 10.0 125575.10304290193 2
1.75 0.0 0.0028481815148481754 -0.002890890890890895 0.053629629629629694 0.05007407407407416 291.5244373972203 2
1.75 0.25 0.0036341526711897044 -0.0007785563341118958 0.05580246913580248 0.05125925925925934 330.79846853998606 2
1.75 0.5 0.004112260408556698 -0.0016339302265228261 0.05244444444444444 0.06350617283950626 376.478279128766 2
1.75 0.75 0.002569384199013823 -0.00024290957624291528 0.054419753086419775 0.05955555555555553 429.90009250876915 2
1.75 1.0 0.003190449708968222 -0.0027787787787787823 0.06466666666666668 0.06010256410256409 491.9890730770964 2
1.75 1.25 0.002284655025395763 0.00011893374856337164 0.060938271604938254 0.06810582010582011 564.6351213905123 2
1.75 1.5 0.005936306677047415 -0.0010199829459088753 0.06545185185185184 0.06996825396825399 652.2555355716825 2
1.75 1.75 0.005393541689837984 -0.0002731620509398332 0.08053333333333335 0.06829080932784637 754.2134069024438 2
1.75 2.0 0.0010650650650650608 -0.003308493678864052 0.07281736909323117 0.06700785634118969 878.7653605989508 2
1.75 2.25 0.002454899343788232 -9.75790605420262e-05 0.11203485838779956 0.09860082304526749 1029.8682167887491 2
1.75 2.5 0.002034923812701591 -0.0024323582842101362 0.15644444444444444 0.16597270955165694 1221.9833824960401 2
1.75 2.75 0.00292292292292292 -0.0011931931931931955 0.4850123456790123 0.4792541507024265 1520.8369301528899 2
1.75 3.0 0.006832610388165944 -0.0006089052014977962 0.7307758284600389 0.7388888888888889 1943.8301925956428 2
1.75 3.25 0.005359730100470839 0.0016066436807177533 0.8399407407407408 0.8327329434697855 2463.4626196614263 2
1.75 3.5 0.0017905312720127497 -0.0059048678307937605 0.8948571428571429 0.8833504273504272 3126.246814324172 2
1.75 3.75 0.004211915619323029 -0.01102168835502169 0.926880658436214 0.9192826510721247 3951.927695746419 2
1.75 4.0 0.0016285915545174781 -0.0017851926000074139 0.9522693602693603 0.9482864197530865 4955.79729012473 2
1.75 4.25 0.008355318281244205 -0.00340103066028992 0.9729777777777777 0.9707474747474746 6267.56665255195 2
1.75 4.5 0.0038482927371816253 0.004832387943499055 0.9818119658119661 0.9833535353535353 7870.277213917717 2
1.75 4.75 0.0072258925592258915 -0.0009915100285470602 0.9895111111111113 0.9913580246913579 9989.506859372004 2
1.75 5.0 0.005806992177362553 -0.002640566492418345 0.9939555555555556 0.9940740740740741 12707.936536297695 2
1.75 5.25 0.000319430541652761 -0.001576984391799209 0.9967407407407406 0.9973333333333333 16192.985119601546 2
1.75 5.5 -1.2753494234977473e-05 0.0005418752085418715 0.9977037037037036 0.9983703703703704 20752.855124028698 2
1.75 5.75 0.0042569977384792155 -0.010417825232640052 0.9995259259259258 0.9992888888888889 26980.939740855094 2
1.75 6.0 0.0219529158788418 0.0010413376339302284 0.999762962962963 0.9994074074074074 35316.02543274811 2
1.75 6.25 0.017540206873540198 0.019060542023504976 0.9998518518518518 0.9998024691358024 46944.7642222739 2
1.75 6.5 -0.05213598783969155 0.0018207837467096662 0.9998024691358024 1.0 63346.058224192086 2
1.75 6.75 -0.034209913617321036 -0.06458636414191973 1.0 -10.0 88843.75064643976 2
1.75 7.0 -0.4963686649612575 0.4266028991954917 -10.0 nan 124594.42875988287 2
2.0 0.0 0.004109887665443216 -0.0009173618062506995 0.059259259259259234 0.07614814814814808 310.4516598229445 2
2.0 0.25 0.001619693767841913 -0.0009636302969636337 0.051851851851851816 0.05232592592592593 352.36718803814136 2
2.0 0.5 0.0021968635301968602 -0.0029893597301004753 0.0532345679012346 0.061925925925925884 400.9799662017881 2
2.0 0.75 0.004155562970377777 -0.0027592036480925436 0.05777777777777778 0.06735802469135799 457.6160624654187 2
2.0 1.0 0.004406480554628698 -0.0026838690542394313 0.06006913580246912 0.0728148148148148 524.096230043059 2
2.0 1.25 0.0027657286916546128 -0.002184406628851077 0.06759788359788363 0.061426900584795316 602.121122792606 2
2.0 1.5 0.005531160790420047 -0.0005223000778556334 0.06697393689986281 0.06301994301994301 694.8576749426161 2
2.0 1.75 0.0024548993437882275 -0.0012198865532198904 0.07207111111111111 0.0702222222222222 804.1560259263748 2
2.0 2.0 0.003198161124087046 -0.0032942572201831444 0.09447901234567903 0.076 937.3939547112167 2
2.0 2.5 0.0003330738145552985 -0.0023878693508323123 0.1917348927875244 0.16960000000000003 1305.8279889617647 2
2.0 2.75 0.0004321358395432463 -0.0010822674526378224 0.5051377777777778 0.499278375149343 1625.4802947133428 2
2.0 3.0 -0.0007269491713936155 -0.005806398991584178 0.7202962962962963 0.710880658436214 2076.5269977556763 2
2.0 3.25 0.0013213213213213212 -0.006089348607867128 0.8154853801169589 0.8253968253968255 2638.424286784923 2
2.0 3.5 0.007088866644422199 -0.001415637860082304 0.8821089324618736 0.8882116402116402 3344.157652943548 2
2.0 3.75 0.0006201757312868426 -0.005252956660364068 0.9232962962962963 0.9344074074074074 4239.5734269510995 2
2.0 4.0 0.005244058873688501 -0.004024468913357806 0.9557530864197531 0.9563456790123457 5348.163764218665 2
2.0 4.25 -0.002574722871019169 -0.0013972491009528062 0.9655802469135804 0.9574814814814814 6730.826833960837 2
2.0 4.5 0.0016801987172357523 -0.0051183034886738595 0.9757948717948717 0.981037037037037 8537.882574613235 2
2.0 4.75 0.0009855781707633535 -0.0032669706743780813 0.9875555555555556 0.9899629629629629 10716.5682647554 2
2.0 5.0 0.005760723686649612 -0.0011303155006858715 0.9924938271604937 0.989880341880342 13641.00080520094 2
2.0 5.25 0.007336225114002891 0.0040754828902977 0.9947456790123456 0.9952592592592594 17225.407453496424 2
2.0 5.5 0.006724650576502427 -0.0018083268453638836 0.9962666666666665 0.998962962962963 22129.567100741046 2
2.0 5.75 0.006769732695658616 -0.0006563600637674778 0.9985185185185185 0.9992098765432099 28379.818198988334 2
2.0 6.0 -0.003086049011974948 0.00706869832795758 0.9995259259259258 1.0 36657.146479142015 2
2.0 6.25 0.037115740740740734 0.015495370370370364 nan nan 1375.7588753889765 2
2.0 6.5 -0.01594998354721949 0.015262037951080382 nan 0.9999012345679011 62819.42409658265 2
2.0 6.75 -0.0010852333815296784 -0.023364698031364706 nan 1.0 84116.52279240162 2
2.0 7.0 0.035084269454639806 -0.03649723797871947 1.0 nan 113605.77152004391 2
2.25 0.0 0.0026767508248989667 -0.0005507729952174471 nan 0.05629629629629629 327.8861476698403 2
2.25 0.25 0.002736069402736064 -0.0005816186556927364 0.05362962962962962 0.061333333333333295 372.1888309551055 2
2.25 0.5 0.0027775924072220293 -0.0016968079190301454 0.05106172839506177 0.05876543209876547 423.5403819443402 2
2.25 0.75 0.0037723649575501427 -0.0020722945167389664 0.06336507936507936 0.059124579124579114 483.78264476320686 2
2.25 1.0 0.0019850962073184246 -0.0019222185148111124 0.057975308641975316 0.05975308641975311 553.8017130110795 2
2.25 1.25 0.002192711229748265 -0.002719460200941686 0.06628322440087146 0.06023280423280425 636.5856544731846 2
2.25 1.5 0.004445037630222812 -0.0025385385385385405 0.06732163742690056 0.05925925925925928 734.2317923845021 2
2.25 1.75 0.0031833314796277756 -0.0027313239165091016 0.07718518518518519 0.0678320987654321 851.549352815019 2
2.25 2.0 0.0025201497794090353 0.00017647276906536066 0.08343841515934543 0.07877995642701528 990.4383863039925 2
2.25 2.25 0.0015959663367070746 -0.004274793311830354 0.10608818342151674 0.10275555555555553 1162.5147956074798 2
2.25 2.5 0.0024477811144477785 -0.003082489897304711 0.19848406546080963 0.17426455026455026 1384.2307307200163 2
2.25 2.75 0.00511355800244689 -0.003027916805694584 0.4894145758661887 0.4926509539842874 1715.074600950871 2
2.25 3.0 0.0033523894264635003 1.2160308456604846e-05 0.7170196078431372 0.7134346978557504 2190.3451741162926 2
2.25 3.25 0.0029513958402847284 -0.004874504133763392 0.8035437037037038 0.7960888888888888 2790.8328143206577 2
2.25 3.5 0.0058580061543024465 0.0006456827197567928 0.8865185185185185 0.8738765432098764 3531.4014566793926 2
2.25 3.75 0.000954732510288065 -0.0051651651651651665 0.9040658436213991 0.9105185185185185 4470.345066063358 2
2.25 4.0 -0.0008942275608942268 -0.0018593408223037877 0.9260905349794238 0.9211503267973856 5618.978889753588 2
2.25 4.25 0.0011872613354094845 -0.006276795313832353 0.9587037037037036 0.9587037037037037 7175.121222158234 2
2.25 4.5 0.0009232936640344065 -0.0012092092092092102 0.9706666666666667 0.9737942386831276 9031.299184790296 2
2.25 4.75 0.007271567864160456 -0.0016422348274200125 0.9827609427609428 0.9835119825708061 11456.251423920998 2
2.25 5.0 0.00534668001334668 -0.006098839580321061 0.986962962962963 0.9836049382716049 14371.792862530057 2
2.25 5.25 -0.0031554517480443427 -0.0014595336076817565 0.9936 0.9946127946127947 18324.40059646817 2
2.25 5.5 0.000617802988173358 0.000810588366143922 0.9964444444444444 0.9961975308641975 23379.682560739235 2
2.25 5.75 0.0015704593482371207 0.0006373781188595947 0.9983589743589742 0.9982760942760941 29940.71370008164 2
2.25 6.0 0.007043191339487631 -0.003264597931264604 0.9991111111111111 0.9997037037037036 38510.588955048865 2
2.25 6.25 0.006356282208134053 0.0019127275423571637 0.9996049382716049 0.9998814814814814 49638.69397510089 2
2.25 6.5 0.004638416193971738 -0.0047012938864790755 0.9996049382716049 1.0 64647.35738306208 2
2.25 6.75 0.0029905461016572024 -0.00018003188373559773 1.0 0.9997037037037036 84900.61038643797 2
2.25 7.0 0.015577355132910673 -0.03410491973454937 10.0 0.9997037037037036 112829.44430564654 2
2.5 0.0 0.003472806139472798 -0.002218811403996595 0.05600000000000005 0.052444444444444516 343.723325228852 2
2.5 0.25 0.002395580765951129 -0.0035226337448559714 0.05659259259259253 0.061037037037037056 389.9046125786465 2
2.5 0.5 0.0017757016275534734 -0.0011255700144589115 0.06291358024691356 0.05315555555555553 443.8198360354641 2
2.5 0.75 0.0033286619953286573 -0.002232454676899127 0.05535802469135805 0.0546172839506173 506.7670084904494 2
2.5 1.0 0.0020503466429392303 -0.0032841730619508447 0.061333333333333365 0.05911111111111117 580.4519266153973 2
2.5 1.25 0.0015846958069180243 -0.0027675082489897356 0.06848395061728395 0.0561693121693122 667.4253607935708 2
2.5 1.5 -0.001008119230341455 -0.001384792199607017 0.06717460317460318 0.06197333333333332 769.5304877517473 2
2.5 1.75 0.002289400511622732 0.0009185481778074372 0.07425825825825826 0.06965853658536585 892.2295160709751 2
2.5 2.0 0.0005584844103362584 7.385162940718134e-05 0.09035343915343916 0.08622222222222223 1039.210133688194 2
2.5 2.25 0.0016813850887924954 -0.002508286063841624 0.12017915590008613 0.10446856158484065 1221.6898451015354 2
2.5 2.5 8.334260186112015e-05 -0.007141066992918843 0.21104245709123765 0.1909300411522634 1458.425289258002 2
2.5 2.75 0.0017490082675267863 -0.002586586586586587 0.5063940740740741 0.49477530864197533 1809.3329584127086 2
2.5 3.0 0.004126496867237603 -0.0012768323879434973 0.7085356125356126 0.7053333333333333 2313.0411912690565 2
2.5 3.25 0.005645052459867276 -0.0029341934527119698 0.7954897119341565 0.7760493827160495 2914.1979467339725 2
2.5 3.5 0.0030024098172246306 -0.001646387127868614 0.8253432098765431 0.8471440329218106 3683.22960388866 2
2.5 3.75 0.003565343120898676 -0.00043450858265673125 0.9097407407407407 0.9040493827160493 4746.836905759364 2
2.5 4.0 0.004309791272754235 -0.00429911392874356 0.914074074074074 0.9096666666666666 5867.807818340782 2
2.5 4.25 0.0068100693285878455 -0.005222704185667152 0.9458997821350763 0.941037037037037 7450.3672967598895 2
2.5 4.5 0.003869054239424609 -0.0005638230823415997 0.9698567901234568 0.9571640211640212 9509.679053860484 2
2.5 4.75 -0.0010532013494976475 -0.004480035591146701 0.9761481481481482 0.9789803921568627 12067.470765572121 2
2.5 5.0 0.004815185555926301 0.0020717013309605936 0.9890962962962961 0.9898518518518519 15393.243371906881 2
2.5 5.25 0.0008716865013161258 0.0006338190041893708 0.9942356902356903 0.9917492877492878 19552.37058891412 2
2.5 5.5 -0.0012821710599488403 -0.002361175990805622 0.9959835390946501 0.9963654320987654 24678.578657836926 2
2.5 5.75 0.005226263300337367 -3.944685426167278e-05 0.9986666666666665 0.9972910052910053 31658.937530101623 2
2.5 6.0 0.006444073703332957 -0.004104548993437888 0.9995555555555555 0.9988994708994708 40398.261379963515 2
2.5 6.25 0.007187335483631777 0.006291031772513247 0.9997037037037036 0.9984957264957265 52076.31422435675 2
2.5 6.5 -0.0017644310977644377 -0.004306232158084015 0.9989629629629628 0.9998518518518518 67100.70689837055 2
2.5 6.75 0.009185778370963545 -0.01496578059541023 1.0 1.0 87642.08292924122 2
2.5 7.0 -0.0017626515404293237 -0.0037527898268639114 nan 0.9998024691358024 114468.72822881585 2
2.75 0.0 0.0023694805917028093 -0.0030053757461164948 0.05382716049382711 0.053037037037037105 357.5501357081031 2
2.75 0.25 0.0027271716160604995 -0.0022205909613317084 0.06 0.05155555555555558 405.91652656450776 2
2.75 0.5 0.0019145070996922802 -0.0020485670856041282 0.0557037037037037 0.058370370370370406 461.71701256418817 2
2.75 0.75 0.0023232121009898756 -0.0037895673451229044 0.06301234567901237 0.056444444444444464 526.8362369079299 2
2.75 1.0 0.0040102324546768915 -0.0032580728877025203 0.06765432098765432 0.05622792022792022 604.1410193304679 2
2.75 1.25 0.0027164942720498252 -0.0029407184962740537 0.07113086419753088 0.06510437710437711 694.3498809688267 2
2.75 1.5 0.001807733659585508 -0.0019346754161569028 0.07071264367816092 0.061701149425287344 802.1386849426865 2
2.75 1.75 0.000983798613428242 -0.004175138101064028 0.07542010582010583 0.07392000000000001 929.0494868702621 2
2.75 2.0 0.00194950506061617 -0.0006919512104697296 0.08854179894179894 0.07991919191919195 1082.6208347918705 2
2.75 2.25 -0.0005359433507581683 -0.0021037333629926225 0.1000246913580247 0.10558865248226952 1271.9870818088962 2
2.75 2.5 0.002534979423868312 -0.003717791865940018 0.2221274074074074 0.20812345679012342 1515.4486271216742 2
2.75 2.75 -0.0002565528491454428 -0.0025183702220739268 0.4154771241830066 0.40184749455337687 1873.2095931153992 2
2.75 3.0 0.0009138026915804698 -0.003744485225966708 0.6763022222222222 0.6661333333333335 2396.9993416622406 2
2.75 3.25 0.0046010454899343784 -0.002845215585956328 0.7618059964726631 0.7436707818930042 3043.1539271845504 2
2.75 3.5 0.0004677269862455034 -0.0020693285878471065 0.8516666666666666 0.8334814814814816 3877.9266755677713 2
2.75 3.75 0.0008882957031105158 -0.0007127127127127105 0.883978835978836 0.8816296296296295 4866.785996051921 2
2.75 4.0 0.003518481444407368 -0.004834167500834167 0.8926090534979425 0.8788571428571428 6102.90057966732 2
2.75 4.25 0.0012898824750676612 -0.006118414711007306 0.9269368191721133 0.9358148148148148 7820.180912480649 2
2.75 4.5 -0.002478033589144701 -0.003985318651985318 0.945837037037037 0.9407407407407408 9808.886944267002 2
2.75 4.75 0.003182738293849406 -0.004439105772439108 0.9600592592592593 0.9593202614379085 12496.865225988207 2
2.75 5.0 0.003568902235568904 -0.0004926407889370862 0.9860317460317459 0.9880211640211641 16005.55628111745 2
2.75 5.25 0.0024365105846587327 -0.007579431283134987 0.9893333333333332 0.9912427983539095 20279.371137261405 2
2.75 5.5 0.0018284951618284969 -0.006167055944833723 0.9907920227920227 0.993989417989418 26039.582115341516 2
2.75 5.75 -0.0034585696807919045 -0.006490342194045902 0.9917037037037036 0.9942057613168723 32715.871711555163 2
2.75 6.0 0.0063473844214584916 -0.002921143365587809 0.9988148148148148 0.9986172839506171 42031.41566610751 2
2.75 6.25 -0.0006189893597301117 -0.0023588032476921394 0.9995555555555555 0.9994074074074075 53898.80507846071 2
2.75 6.5 0.00556793830867904 -0.004771882994105221 0.9994666666666665 0.9982222222222222 70575.63278538112 2
2.75 6.75 0.0014322470618766806 -0.002902161420679947 0.9996444444444444 1.0 90534.88384620802 2
2.75 7.0 -0.004280131983835694 0.007815519222926622 0.9998024691358025 0.9998518518518518 117020.57940249729 2
3.0 0.0 0.00267734401067734 -0.000296296296296302 0.058666666666666756 0.053629629629629694 369.6125154278236 2
3.0 0.25 0.002727171616060496 -0.0016297779260742273 0.05647407407407403 0.053432098765432055 419.4732065733824 2
3.0 0.5 0.0017561264968672286 -0.001962555147740337 0.06592592592592589 0.054577777777777794 477.52657306365376 2
3.0 0.75 0.0027034441849256596 -0.0010294739183628102 0.07200000000000006 0.05879365079365084 545.4688546540341 2
3.0 1.0 0.0028742816890965027 -0.0019382345308271284 0.06935612535612537 0.05723905723905723 624.7350108439118 2
3.0 1.25 0.00220160901642383 -0.0029407184962740576 0.06806349206349208 0.0674074074074074 717.9073978292129 2
3.0 1.5 5.012419827234295e-05 -0.003366032699366035 0.0673721340388007 0.06360888888888887 827.9039933019043 2
3.0 1.75 0.0046034182330478655 -0.0035404293182070977 0.07088253968253969 0.07140740740740742 961.3995429689987 2
3.0 2.0 0.0028244540837133424 -0.0019050161272383538 0.08983559168925025 0.08507407407407408 1118.8054839404822 2
3.0 2.25 0.00011359507655803866 -0.0005371297223149121 0.1017674418604651 0.0960644122383253 1317.094945401343 2
3.0 2.5 0.0006415304193081972 -0.0015111407704000292 0.20148752834467118 0.17680246913580247 1568.0071615204115 2
3.0 2.75 0.0017822266711155614 -0.001364623883142402 0.4985545545545546 0.4522908093278463 1946.5618459835268 2
3.0 3.0 -0.0012098023949875815 -0.005540651762873988 0.619984674329502 0.6375612535612536 2448.797275420453 2
3.0 3.25 0.005562006450895336 -0.0050411893374856355 0.7638024691358023 0.7742222222222223 3159.523637859722 2
3.0 3.5 0.00017884551217884682 -0.0035944092240388563 0.8048592592592593 0.8128343079922027 3961.344462682549 2
3.0 3.75 0.004613502391280169 -0.003433062692321947 0.8490017636684303 0.851 5011.042008393394 2
3.0 4.0 -0.00309850591332073 -0.006405516627738851 0.875089947089947 0.8746074074074074 6291.060953711835 2
3.0 4.25 0.0026886145404663923 -0.003132317502687876 0.9169746588693956 0.9080942760942761 8059.72570111759 2
3.0 4.5 0.00033900567233900654 -0.004957550142735331 0.9062857142857143 0.9255925925925925 10027.430008547688 2
3.0 4.75 0.0009173618062506947 -0.0035356838319801293 0.9569777777777777 0.9736296296296296 13123.467058042997 2
3.0 5.0 0.001894931969006043 -0.0033885737589441274 0.9760197530864196 0.9724115226337449 16279.660881213427 2
3.0 5.25 0.0013984354725095436 0.0002292663033403782 0.9877925925925926 0.9874074074074074 21044.87927255271 2
